trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
"262","16:48:00","16:48:00","70092","4","Gilroy","0","0","28347.64304716",1
"262","16:52:00","16:52:00","70112","5","Gilroy","0","0","32495.02698663",1
"262","16:58:00","16:58:00","70132","6","Gilroy","0","0","37174.41188548",1
"262","17:06:00","17:06:00","70172","7","Gilroy","0","0","48276.67224897",1
"262","17:10:00","17:10:00","70192","8","Gilroy","0","0","50825.11848129",1
"262","17:17:00","17:17:00","70212","9","Gilroy","0","0","57871.56453380",1
"262","17:22:00","17:22:00","70222","10","Gilroy","0","0","62184.69384386",1
"262","17:27:00","17:27:00","70232","11","Gilroy","0","0","65374.63761730",1
"262","17:32:00","17:32:00","70242","12","Gilroy","0","0","71264.31774879",1
"262","17:41:00","17:41:00","70262","13","Gilroy","0","0","75389.60555366",1
"262","17:47:00","17:47:00","70272","14","Gilroy","0","0","78277.57303172",1
"262","17:54:00","17:54:00","70282","15","Gilroy","0","0","83276.78461202",1
"262","18:00:00","18:00:00","70292","16","Gilroy","0","0","88580.98703604",1
"262","18:13:00","18:13:00","70302","17","Gilroy","0","0","107631.75240087",1
"262","18:19:00","18:19:00","70312","18","Gilroy","0","0","113549.30190092",1
"262","18:35:00","18:35:00","70322","19","Gilroy","0","0","123610.89662290",1
"274","17:32:00","17:32:00","70012","1","Tamien Caltrain Station","0","0","0.00000000",1
"274","17:36:00","17:36:00","70022","2","Tamien Caltrain Station","0","0","2521.94934933",1
"274","17:42:00","17:42:00","70032","3","Tamien Caltrain Station","0","0","8397.84794911",1
"274","17:51:00","17:51:00","70042","4","Tamien Caltrain Station","0","0","15088.00922773",1
"274","17:55:00","17:55:00","70052","5","Tamien Caltrain Station","0","0","18052.86281224",1
"274","18:00:00","18:00:00","70062","6","Tamien Caltrain Station","0","0","22207.65488136",1
"274","18:05:00","18:05:00","70082","7","Tamien Caltrain Station","0","0","26519.48003152",1
"274","18:09:00","18:09:00","70092","8","Tamien Caltrain Station","0","0","28827.32764302",1
"274","18:12:00","18:12:00","70102","9","Tamien Caltrain Station","0","0","30976.31976807",1
"274","18:15:00","18:15:00","70112","10","Tamien Caltrain Station","0","0","32981.18419538",1
"274","18:19:00","18:19:00","70122","11","Tamien Caltrain Station","0","0","35676.18897681",1
"274","18:22:00","18:22:00","70132","12","Tamien Caltrain Station","0","0","37667.06651487",1
"274","18:28:00","18:28:00","70142","13","Tamien Caltrain Station","0","0","41159.68463655",1
"274","18:34:00","18:34:00","70162","14","Tamien Caltrain Station","0","0","46760.25134873",1
"274","18:42:00","18:42:00","70212","15","Tamien Caltrain Station","0","0","58365.67072242",1
"274","18:47:00","18:47:00","70222","16","Tamien Caltrain Station","0","0","62678.47777880",1
"274","18:51:00","18:51:00","70232","17","Tamien Caltrain Station","0","0","65868.42155224",1
"274","18:57:00","18:57:00","70242","18","Tamien Caltrain Station","0","0","71758.10168373",1
"274","19:06:00","19:06:00","70262","19","Tamien Caltrain Station","0","0","75883.38948860",1
"274","19:11:00","19:11:00","70272","20","Tamien Caltrain Station","0","0","78771.35696676",1
"231","8:23:00","8:23:00","70261","1","San Francisco","0","0","0.00000000",1
"231","8:28:00","8:28:00","70241","2","San Francisco","0","0","4121.03122797",1
"231","8:36:00","8:36:00","70221","3","San Francisco","0","0","13198.98782163",1
"231","8:42:00","8:42:00","70211","4","San Francisco","0","0","17515.70301855",1
"231","8:51:00","8:51:00","70161","5","San Francisco","0","0","29120.18661164",1
"231","8:57:00","8:57:00","70141","6","San Francisco","0","0","34723.25707139",1
"231","9:02:00","9:02:00","70131","7","San Francisco","0","0","38214.87264434",1
"231","9:05:00","9:05:00","70121","8","San Francisco","0","0","40200.39302874",1
"231","9:09:00","9:09:00","70111","9","San Francisco","0","0","42893.76537328",1
"231","9:12:00","9:12:00","70101","10","San Francisco","0","0","44883.33793793",1
"231","9:15:00","9:15:00","70091","11","San Francisco","0","0","47016.91166340",1
"231","9:19:00","9:19:00","70081","12","San Francisco","0","0","49341.32851757",1
"231","9:24:00","9:24:00","70061","13","San Francisco","0","0","53659.67311818",1
"231","9:28:00","9:28:00","70051","14","San Francisco","0","0","57809.49022365",1
"231","9:32:00","9:32:00","70041","15","San Francisco","0","0","60778.46672932",1
"231","9:39:00","9:39:00","70031","16","San Francisco","0","0","67453.65109834",1
"231","9:45:00","9:45:00","70021","17","San Francisco","0","0","72872.11477445",1
"231","9:52:00","9:52:00","70011","18","San Francisco","0","0","75395.26057453",1
"102","4:55:00","4:55:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"102","4:59:00","4:59:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"102","5:04:00","5:04:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"102","5:10:00","5:10:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"102","5:14:00","5:14:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"102","5:18:00","5:18:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"102","5:22:00","5:22:00","70082","7","San Jose Diridon","0","0","26519.48003152",1
"102","5:25:00","5:25:00","70092","8","San Jose Diridon","0","0","28827.32764302",1
"102","5:28:00","5:28:00","70102","9","San Jose Diridon","0","0","30976.31976807",1
"102","5:32:00","5:32:00","70112","10","San Jose Diridon","0","0","32981.18419538",1
"102","5:35:00","5:35:00","70122","11","San Jose Diridon","0","0","35676.18897681",1
"102","5:38:00","5:38:00","70132","12","San Jose Diridon","0","0","37667.06651487",1
"102","5:41:00","5:41:00","70142","13","San Jose Diridon","0","0","41159.68463655",1
"102","5:47:00","5:47:00","70162","14","San Jose Diridon","0","0","46760.25134873",1
"102","5:51:00","5:51:00","70172","15","San Jose Diridon","0","0","48771.63366342",1
"102","5:55:00","5:55:00","70192","16","San Jose Diridon","0","0","51319.90356819",1
"102","5:59:00","5:59:00","70202","17","San Jose Diridon","0","0","55259.58867915",1
"102","6:04:00","6:04:00","70212","18","San Jose Diridon","0","0","58368.00295451",1
"102","6:10:00","6:10:00","70222","19","San Jose Diridon","0","0","62680.52037466",1
"102","6:15:00","6:15:00","70232","20","San Jose Diridon","0","0","65870.46414811",1
"102","6:22:00","6:22:00","70242","21","San Jose Diridon","0","0","71760.14427959",1
"102","6:31:00","6:31:00","70262","22","San Jose Diridon","0","0","75885.43208457",1
"134","9:00:00","9:00:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"134","9:05:00","9:05:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"134","9:10:00","9:10:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"134","9:17:00","9:17:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"134","9:21:00","9:21:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"134","9:25:00","9:25:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"134","9:29:00","9:29:00","70082","7","San Jose Diridon","0","0","26519.48003152",1
"134","9:32:00","9:32:00","70092","8","San Jose Diridon","0","0","28827.32764302",1
"134","9:36:00","9:36:00","70102","9","San Jose Diridon","0","0","30976.31976807",1
"134","9:39:00","9:39:00","70112","10","San Jose Diridon","0","0","32981.18419538",1
"134","9:43:00","9:43:00","70122","11","San Jose Diridon","0","0","35676.18897681",1
"134","9:46:00","9:46:00","70132","12","San Jose Diridon","0","0","37667.06651487",1
"134","9:51:00","9:51:00","70142","13","San Jose Diridon","0","0","41159.68463655",1
"134","9:56:00","9:56:00","70162","14","San Jose Diridon","0","0","46760.25134873",1
"134","10:00:00","10:00:00","70172","15","San Jose Diridon","0","0","48771.63366342",1
"134","10:04:00","10:04:00","70192","16","San Jose Diridon","0","0","51319.90356819",1
"134","10:08:00","10:08:00","70202","17","San Jose Diridon","0","0","55259.58867915",1
"134","10:13:00","10:13:00","70212","18","San Jose Diridon","0","0","58368.00295451",1
"134","10:18:00","10:18:00","70222","19","San Jose Diridon","0","0","62680.52037466",1
"134","10:22:00","10:22:00","70232","20","San Jose Diridon","0","0","65870.46414811",1
"134","10:27:00","10:27:00","70242","21","San Jose Diridon","0","0","71760.14427959",1
"134","10:35:00","10:35:00","70262","22","San Jose Diridon","0","0","75885.43208457",1
"138","10:00:00","10:00:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"138","10:04:00","10:04:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"138","10:09:00","10:09:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"138","10:16:00","10:16:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"138","10:20:00","10:20:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"138","10:25:00","10:25:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"138","10:29:00","10:29:00","70082","7","San Jose Diridon","0","0","26519.48003152",1
"138","10:32:00","10:32:00","70092","8","San Jose Diridon","0","0","28827.32764302",1
"138","10:36:00","10:36:00","70102","9","San Jose Diridon","0","0","30976.31976807",1
"138","10:39:00","10:39:00","70112","10","San Jose Diridon","0","0","32981.18419538",1
"138","10:43:00","10:43:00","70122","11","San Jose Diridon","0","0","35676.18897681",1
"138","10:46:00","10:46:00","70132","12","San Jose Diridon","0","0","37667.06651487",1
"138","10:51:00","10:51:00","70142","13","San Jose Diridon","0","0","41159.68463655",1
"138","10:56:00","10:56:00","70162","14","San Jose Diridon","0","0","46760.25134873",1
"138","11:00:00","11:00:00","70172","15","San Jose Diridon","0","0","48771.63366342",1
"138","11:04:00","11:04:00","70192","16","San Jose Diridon","0","0","51319.90356819",1
"138","11:08:00","11:08:00","70202","17","San Jose Diridon","0","0","55259.58867915",1
"138","11:13:00","11:13:00","70212","18","San Jose Diridon","0","0","58368.00295451",1
"138","11:18:00","11:18:00","70222","19","San Jose Diridon","0","0","62680.52037466",1
"138","11:22:00","11:22:00","70232","20","San Jose Diridon","0","0","65870.46414811",1
"138","11:28:00","11:28:00","70242","21","San Jose Diridon","0","0","71760.14427959",1
"138","11:35:00","11:35:00","70262","22","San Jose Diridon","0","0","75885.43208457",1
"142","11:00:00","11:00:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"142","11:04:00","11:04:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"142","11:09:00","11:09:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"142","11:16:00","11:16:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"142","11:20:00","11:20:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"142","11:25:00","11:25:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"142","11:29:00","11:29:00","70082","7","San Jose Diridon","0","0","26519.48003152",1
"142","11:32:00","11:32:00","70092","8","San Jose Diridon","0","0","28827.32764302",1
"142","11:36:00","11:36:00","70102","9","San Jose Diridon","0","0","30976.31976807",1
"142","11:39:00","11:39:00","70112","10","San Jose Diridon","0","0","32981.18419538",1
"142","11:43:00","11:43:00","70122","11","San Jose Diridon","0","0","35676.18897681",1
"142","11:46:00","11:46:00","70132","12","San Jose Diridon","0","0","37667.06651487",1
"142","11:51:00","11:51:00","70142","13","San Jose Diridon","0","0","41159.68463655",1
"142","11:56:00","11:56:00","70162","14","San Jose Diridon","0","0","46760.25134873",1
"142","12:00:00","12:00:00","70172","15","San Jose Diridon","0","0","48771.63366342",1
"142","12:04:00","12:04:00","70192","16","San Jose Diridon","0","0","51319.90356819",1
"142","12:08:00","12:08:00","70202","17","San Jose Diridon","0","0","55259.58867915",1
"142","12:13:00","12:13:00","70212","18","San Jose Diridon","0","0","58368.00295451",1
"142","12:18:00","12:18:00","70222","19","San Jose Diridon","0","0","62680.52037466",1
"142","12:22:00","12:22:00","70232","20","San Jose Diridon","0","0","65870.46414811",1
"142","12:28:00","12:28:00","70242","21","San Jose Diridon","0","0","71760.14427959",1
"142","12:35:00","12:35:00","70262","22","San Jose Diridon","0","0","75885.43208457",1
"146","12:00:00","12:00:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"146","12:04:00","12:04:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"146","12:09:00","12:09:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"146","12:16:00","12:16:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"146","12:20:00","12:20:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"146","12:25:00","12:25:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"146","12:29:00","12:29:00","70082","7","San Jose Diridon","0","0","26519.48003152",1
"146","12:32:00","12:32:00","70092","8","San Jose Diridon","0","0","28827.32764302",1
"146","12:36:00","12:36:00","70102","9","San Jose Diridon","0","0","30976.31976807",1
"146","12:39:00","12:39:00","70112","10","San Jose Diridon","0","0","32981.18419538",1
"146","12:43:00","12:43:00","70122","11","San Jose Diridon","0","0","35676.18897681",1
"146","12:46:00","12:46:00","70132","12","San Jose Diridon","0","0","37667.06651487",1
"146","12:51:00","12:51:00","70142","13","San Jose Diridon","0","0","41159.68463655",1
"146","12:56:00","12:56:00","70162","14","San Jose Diridon","0","0","46760.25134873",1
"146","13:00:00","13:00:00","70172","15","San Jose Diridon","0","0","48771.63366342",1
"146","13:04:00","13:04:00","70192","16","San Jose Diridon","0","0","51319.90356819",1
"146","13:08:00","13:08:00","70202","17","San Jose Diridon","0","0","55259.58867915",1
"146","13:13:00","13:13:00","70212","18","San Jose Diridon","0","0","58368.00295451",1
"146","13:18:00","13:18:00","70222","19","San Jose Diridon","0","0","62680.52037466",1
"146","13:22:00","13:22:00","70232","20","San Jose Diridon","0","0","65870.46414811",1
"146","13:28:00","13:28:00","70242","21","San Jose Diridon","0","0","71760.14427959",1
"146","13:35:00","13:35:00","70262","22","San Jose Diridon","0","0","75885.43208457",1
"150","13:00:00","13:00:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"150","13:04:00","13:04:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"150","13:09:00","13:09:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"150","13:16:00","13:16:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"150","13:20:00","13:20:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"150","13:25:00","13:25:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"150","13:29:00","13:29:00","70082","7","San Jose Diridon","0","0","26519.48003152",1
"150","13:32:00","13:32:00","70092","8","San Jose Diridon","0","0","28827.32764302",1
"150","13:36:00","13:36:00","70102","9","San Jose Diridon","0","0","30976.31976807",1
"150","13:39:00","13:39:00","70112","10","San Jose Diridon","0","0","32981.18419538",1
"150","13:43:00","13:43:00","70122","11","San Jose Diridon","0","0","35676.18897681",1
"150","13:46:00","13:46:00","70132","12","San Jose Diridon","0","0","37667.06651487",1
"150","13:51:00","13:51:00","70142","13","San Jose Diridon","0","0","41159.68463655",1
"150","13:56:00","13:56:00","70162","14","San Jose Diridon","0","0","46760.25134873",1
"150","14:00:00","14:00:00","70172","15","San Jose Diridon","0","0","48771.63366342",1
"150","14:04:00","14:04:00","70192","16","San Jose Diridon","0","0","51319.90356819",1
"150","14:08:00","14:08:00","70202","17","San Jose Diridon","0","0","55259.58867915",1
"150","14:13:00","14:13:00","70212","18","San Jose Diridon","0","0","58368.00295451",1
"150","14:18:00","14:18:00","70222","19","San Jose Diridon","0","0","62680.52037466",1
"150","14:22:00","14:22:00","70232","20","San Jose Diridon","0","0","65870.46414811",1
"150","14:28:00","14:28:00","70242","21","San Jose Diridon","0","0","71760.14427959",1
"150","14:35:00","14:35:00","70262","22","San Jose Diridon","0","0","75885.43208457",1
"152","14:00:00","14:00:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"152","14:04:00","14:04:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"152","14:09:00","14:09:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"152","14:16:00","14:16:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"152","14:20:00","14:20:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"152","14:25:00","14:25:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"152","14:29:00","14:29:00","70082","7","San Jose Diridon","0","0","26519.48003152",1
"152","14:32:00","14:32:00","70092","8","San Jose Diridon","0","0","28827.32764302",1
"152","14:36:00","14:36:00","70102","9","San Jose Diridon","0","0","30976.31976807",1
"152","14:39:00","14:39:00","70112","10","San Jose Diridon","0","0","32981.18419538",1
"152","14:43:00","14:43:00","70122","11","San Jose Diridon","0","0","35676.18897681",1
"152","14:46:00","14:46:00","70132","12","San Jose Diridon","0","0","37667.06651487",1
"152","14:51:00","14:51:00","70142","13","San Jose Diridon","0","0","41159.68463655",1
"152","14:56:00","14:56:00","70162","14","San Jose Diridon","0","0","46760.25134873",1
"152","15:00:00","15:00:00","70172","15","San Jose Diridon","0","0","48771.63366342",1
"152","15:04:00","15:04:00","70192","16","San Jose Diridon","0","0","51319.90356819",1
"152","15:08:00","15:08:00","70202","17","San Jose Diridon","0","0","55259.58867915",1
"152","15:13:00","15:13:00","70212","18","San Jose Diridon","0","0","58368.00295451",1
"152","15:18:00","15:18:00","70222","19","San Jose Diridon","0","0","62680.52037466",1
"152","15:22:00","15:22:00","70232","20","San Jose Diridon","0","0","65870.46414811",1
"152","15:28:00","15:28:00","70242","21","San Jose Diridon","0","0","71760.14427959",1
"152","15:35:00","15:35:00","70262","22","San Jose Diridon","0","0","75885.43208457",1
"190","19:30:00","19:30:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"190","19:34:00","19:34:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"190","19:39:00","19:39:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"190","19:46:00","19:46:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"190","19:50:00","19:50:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"190","19:56:00","19:56:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"190","20:01:00","20:01:00","70082","7","San Jose Diridon","0","0","26519.48003152",1
"190","20:04:00","20:04:00","70092","8","San Jose Diridon","0","0","28827.32764302",1
"190","20:08:00","20:08:00","70102","9","San Jose Diridon","0","0","30976.31976807",1
"190","20:11:00","20:11:00","70112","10","San Jose Diridon","0","0","32981.18419538",1
"190","20:15:00","20:15:00","70122","11","San Jose Diridon","0","0","35676.18897681",1
"190","20:18:00","20:18:00","70132","12","San Jose Diridon","0","0","37667.06651487",1
"190","20:23:00","20:23:00","70142","13","San Jose Diridon","0","0","41159.68463655",1
"190","20:28:00","20:28:00","70162","14","San Jose Diridon","0","0","46760.25134873",1
"190","20:32:00","20:32:00","70172","15","San Jose Diridon","0","0","48771.63366342",1
"190","20:35:00","20:35:00","70192","16","San Jose Diridon","0","0","51319.90356819",1
"190","20:39:00","20:39:00","70202","17","San Jose Diridon","0","0","55259.58867915",1
"190","20:44:00","20:44:00","70212","18","San Jose Diridon","0","0","58368.00295451",1
"190","20:49:00","20:49:00","70222","19","San Jose Diridon","0","0","62680.52037466",1
"190","20:53:00","20:53:00","70232","20","San Jose Diridon","0","0","65870.46414811",1
"190","20:58:00","20:58:00","70242","21","San Jose Diridon","0","0","71760.14427959",1
"190","21:06:00","21:06:00","70262","22","San Jose Diridon","0","0","75885.43208457",1
"196","22:30:00","22:30:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"196","22:34:00","22:34:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"196","22:39:00","22:39:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"196","22:46:00","22:46:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"196","22:50:00","22:50:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"196","22:56:00","22:56:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"196","23:01:00","23:01:00","70082","7","San Jose Diridon","0","0","26519.48003152",1
"196","23:04:00","23:04:00","70092","8","San Jose Diridon","0","0","28827.32764302",1
"196","23:08:00","23:08:00","70102","9","San Jose Diridon","0","0","30976.31976807",1
"196","23:11:00","23:11:00","70112","10","San Jose Diridon","0","0","32981.18419538",1
"196","23:15:00","23:15:00","70122","11","San Jose Diridon","0","0","35676.18897681",1
"196","23:18:00","23:18:00","70132","12","San Jose Diridon","0","0","37667.06651487",1
"196","23:23:00","23:23:00","70142","13","San Jose Diridon","0","0","41159.68463655",1
"196","23:28:00","23:28:00","70162","14","San Jose Diridon","0","0","46760.25134873",1
"196","23:32:00","23:32:00","70172","15","San Jose Diridon","0","0","48771.63366342",1
"196","23:35:00","23:35:00","70192","16","San Jose Diridon","0","0","51319.90356819",1
"196","23:39:00","23:39:00","70202","17","San Jose Diridon","0","0","55259.58867915",1
"196","23:44:00","23:44:00","70212","18","San Jose Diridon","0","0","58368.00295451",1
"196","23:49:00","23:49:00","70222","19","San Jose Diridon","0","0","62680.52037466",1
"196","23:53:00","23:53:00","70232","20","San Jose Diridon","0","0","65870.46414811",1
"196","23:58:00","23:58:00","70242","21","San Jose Diridon","0","0","71760.14427959",1
"196","24:06:00","24:06:00","70262","22","San Jose Diridon","0","0","75885.43208457",1
"198","24:05:00","24:05:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"198","24:10:00","24:10:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"198","24:15:00","24:15:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"198","24:21:00","24:21:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"198","24:25:00","24:25:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"198","24:33:00","24:33:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"198","24:37:00","24:37:00","70082","7","San Jose Diridon","0","0","26519.48003152",1
"198","24:40:00","24:40:00","70092","8","San Jose Diridon","0","0","28827.32764302",1
"198","24:44:00","24:44:00","70102","9","San Jose Diridon","0","0","30976.31976807",1
"198","24:47:00","24:47:00","70112","10","San Jose Diridon","0","0","32981.18419538",1
"198","24:51:00","24:51:00","70122","11","San Jose Diridon","0","0","35676.18897681",1
"198","24:54:00","24:54:00","70132","12","San Jose Diridon","0","0","37667.06651487",1
"198","24:59:00","24:59:00","70142","13","San Jose Diridon","0","0","41159.68463655",1
"198","25:04:00","25:04:00","70162","14","San Jose Diridon","0","0","46760.25134873",1
"198","25:08:00","25:08:00","70172","15","San Jose Diridon","0","0","48771.63366342",1
"198","25:11:00","25:11:00","70192","16","San Jose Diridon","0","0","51319.90356819",1
"198","25:15:00","25:15:00","70202","17","San Jose Diridon","0","0","55259.58867915",1
"198","25:20:00","25:20:00","70212","18","San Jose Diridon","0","0","58368.00295451",1
"198","25:25:00","25:25:00","70222","19","San Jose Diridon","0","0","62680.52037466",1
"198","25:29:00","25:29:00","70232","20","San Jose Diridon","0","0","65870.46414811",1
"198","25:34:00","25:34:00","70242","21","San Jose Diridon","0","0","71760.14427959",1
"198","25:42:00","25:42:00","70262","22","San Jose Diridon","0","0","75885.43208457",1
"422H","8:07:00","8:07:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"422H","8:11:00","8:11:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"422H","8:18:00","8:18:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"422H","8:24:00","8:24:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"422H","8:30:00","8:30:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"422H","8:34:00","8:34:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"422H","8:38:00","8:38:00","70072","7","San Jose Diridon","0","0","24756.82685364",1
"422H","8:41:00","8:41:00","70082","8","San Jose Diridon","0","0","26517.34540409",1
"422H","8:45:00","8:45:00","70092","9","San Jose Diridon","0","0","28824.02116118",1
"422H","8:48:00","8:48:00","70102","10","San Jose Diridon","0","0","30973.01328624",1
"422H","8:52:00","8:52:00","70112","11","San Jose Diridon","0","0","32977.87771354",1
"422H","8:56:00","8:56:00","70122","12","San Jose Diridon","0","0","35672.88249497",1
"422H","8:59:00","8:59:00","70132","13","San Jose Diridon","0","0","37663.76003304",1
"422H","9:04:00","9:04:00","70142","14","San Jose Diridon","0","0","41156.37815471",1
"422H","9:09:00","9:09:00","70152","15","San Jose Diridon","0","0","45007.32916855",1
"422H","9:12:00","9:12:00","70162","16","San Jose Diridon","0","0","46761.42143814",1
"422H","9:16:00","9:16:00","70172","17","San Jose Diridon","0","0","48771.61715206",1
"422H","9:20:00","9:20:00","70192","18","San Jose Diridon","0","0","51319.88705683",1
"422H","9:24:00","9:24:00","70202","19","San Jose Diridon","0","0","55259.57216779",1
"422H","9:29:00","9:29:00","70212","20","San Jose Diridon","0","0","58367.98644315",1
"422H","9:34:00","9:34:00","70222","21","San Jose Diridon","0","0","62680.50386330",1
"422H","9:38:00","9:38:00","70232","22","San Jose Diridon","0","0","65870.44763674",1
"422H","9:44:00","9:44:00","70242","23","San Jose Diridon","0","0","71760.12776823",1
"422H","9:52:00","9:52:00","70262","24","San Jose Diridon","0","0","75885.41557321",1
"422","8:07:00","8:07:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"422","8:11:00","8:11:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"422","8:18:00","8:18:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"422","8:24:00","8:24:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"422","8:30:00","8:30:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"422","8:34:00","8:34:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"422","8:38:00","8:38:00","70072","7","San Jose Diridon","0","0","24756.82685364",1
"422","8:41:00","8:41:00","70082","8","San Jose Diridon","0","0","26517.34540409",1
"422","8:45:00","8:45:00","70092","9","San Jose Diridon","0","0","28824.02116118",1
"422","8:48:00","8:48:00","70102","10","San Jose Diridon","0","0","30973.01328624",1
"422","8:52:00","8:52:00","70112","11","San Jose Diridon","0","0","32977.87771354",1
"422","8:56:00","8:56:00","70122","12","San Jose Diridon","0","0","35672.88249497",1
"422","8:59:00","8:59:00","70132","13","San Jose Diridon","0","0","37663.76003304",1
"422","9:04:00","9:04:00","70142","14","San Jose Diridon","0","0","41156.37815471",1
"422","9:09:00","9:09:00","70152","15","San Jose Diridon","0","0","45007.32916855",1
"422","9:12:00","9:12:00","70162","16","San Jose Diridon","0","0","46761.42143814",1
"422","9:16:00","9:16:00","70172","17","San Jose Diridon","0","0","48771.61715206",1
"422","9:20:00","9:20:00","70192","18","San Jose Diridon","0","0","51319.88705683",1
"422","9:24:00","9:24:00","70202","19","San Jose Diridon","0","0","55259.57216779",1
"422","9:29:00","9:29:00","70212","20","San Jose Diridon","0","0","58367.98644315",1
"422","9:34:00","9:34:00","70222","21","San Jose Diridon","0","0","62680.50386330",1
"422","9:38:00","9:38:00","70232","22","San Jose Diridon","0","0","65870.44763674",1
"422","9:44:00","9:44:00","70242","23","San Jose Diridon","0","0","71760.12776823",1
"422","9:52:00","9:52:00","70262","24","San Jose Diridon","0","0","75885.41557321",1
"424","9:37:00","9:37:00","70012","1","San Jose Diridon","0","0","0.00000000",1
"424","9:41:00","9:41:00","70022","2","San Jose Diridon","0","0","2521.94934933",1
"424","9:48:00","9:48:00","70032","3","San Jose Diridon","0","0","8397.84794911",1
"424","9:54:00","9:54:00","70042","4","San Jose Diridon","0","0","15088.00922773",1
"424","10:00:00","10:00:00","70052","5","San Jose Diridon","0","0","18052.86281224",1
"424","10:04:00","10:04:00","70062","6","San Jose Diridon","0","0","22207.65488136",1
"424","10:08:00","10:08:00","70072","7","San Jose Diridon","0","0","24756.82685364",1
"424","10:11:00","10:11:00","70082","8","San Jose Diridon","0","0","26517.34540409",1
"424","10:15:00","10:15:00","70092","9","San Jose Diridon","0","0","28824.02116118",1
"424","10:18:00","10:18:00","70102","10","San Jose Diridon","0","0","30973.01328624",1
